Sample_ID,Data_Type,Condition,Damage_Type,Vent_Holes,Fiber_Volume_Fraction,Void_Content,Fiber_Orientation_Degree,LBP_Feature_1,LBP_Feature_2,Texture_Contrast,Average_Temperature,Temperature_Variance,Defect_Density,Crack_Length_mm,Fracture_Toughness,Tensile_Strength,Structural_Integrity_Class
5262,Thermograph,Mixed,Thermal Anomaly,5,0.684,0.031,52.43,0.965,0.364,0.464,63.02,12.02,0.085,3.263,55.83,686.42,Medium
5263,Thermograph,Mixed,None,3,0.56,0.02,52.64,0.394,0.273,0.308,62.32,11.11,0.036,1.509,37.23,737.58,Medium
5264,C-scan (BVID with Holes),Damaged,BVID,5,0.634,0.072,63.4,0.437,0.738,0.415,30.46,3.81,0.121,2.548,47.13,453.42,Medium
5265,Thermograph,Mixed,None,2,0.594,0.074,46.62,0.598,0.48,0.241,31.56,4.28,0.108,2.732,52.93,681.46,Medium
5266,C-scan (BVID with Holes),Damaged,BVID,3,0.597,0.053,39.22,0.808,0.349,0.818,32.01,13.52,0.188,1.407,49.47,676.27,Medium
5267,C-scan (Pristine with Holes),Pristine,None,2,0.665,0.065,3.24,0.143,0.981,0.218,109.2,12.87,0.013,0.246,21.74,457.49,Low
5268,C-scan (BVID with Holes),Damaged,BVID,5,0.594,0.075,29.57,0.708,0.37,0.57,113.1,6.6,0.191,2.479,26.58,560.85,Low
5269,C-scan (Pristine with Holes),Pristine,None,5,0.666,0.075,21.38,0.553,0.572,0.581,32.08,3.63,0.019,0.971,22.06,647.3,Low
5270,C-scan (BVID with Holes),Damaged,BVID,3,0.685,0.078,56.81,0.837,0.308,0.652,119.37,1.01,0.099,3.748,56.74,514.83,Medium
5271,C-scan (BVID with Holes),Damaged,BVID,3,0.628,0.053,45.08,0.656,0.452,0.629,49.34,0.5,0.142,1.192,21.69,363.66,Low
5272,C-scan (BVID with Holes),Damaged,BVID,4,0.606,0.01,37.88,0.32,0.707,0.757,80.53,1.46,0.143,2.167,29.58,400.11,Low
5273,C-scan (Pristine with Holes),Pristine,None,2,0.562,0.06,0.11,0.984,0.354,0.679,104.82,8.97,0.035,0.332,51.0,527.53,High
5274,C-scan (BVID with Holes),Damaged,BVID,4,0.474,0.047,34.64,0.725,0.773,0.642,96.6,2.14,0.185,3.705,35.26,855.39,Medium
5275,C-scan (Pristine with Holes),Pristine,None,5,0.508,0.046,79.16,0.437,0.503,0.274,47.09,4.46,0.045,0.751,44.24,688.21,Medium
5276,Thermograph,Mixed,None,4,0.617,0.068,76.91,0.179,0.237,0.678,89.52,5.05,0.087,1.318,34.03,486.27,Medium
5277,Thermograph,Mixed,Thermal Anomaly,3,0.538,0.046,8.41,0.775,0.348,0.204,30.99,10.81,0.117,2.637,27.99,494.29,Low
5278,Thermograph,Mixed,Thermal Anomaly,6,0.67,0.022,67.99,0.275,0.267,0.592,73.9,0.92,0.085,2.808,31.75,720.11,Medium
5279,Thermograph,Mixed,Thermal Anomaly,4,0.632,0.066,16.01,0.871,0.912,0.707,26.13,2.08,0.081,3.066,46.9,761.44,Medium
5280,C-scan (BVID with Holes),Damaged,BVID,4,0.588,0.051,84.63,0.319,0.386,0.248,115.5,4.47,0.159,1.828,34.94,405.59,Medium
5281,C-scan (BVID with Holes),Damaged,BVID,4,0.622,0.071,82.38,0.259,0.568,0.882,88.92,2.3,0.082,4.073,38.16,751.05,Medium
5282,C-scan (BVID with Holes),Damaged,BVID,2,0.472,0.07,8.97,0.268,0.219,0.298,44.68,7.81,0.115,3.322,35.23,822.24,Medium
5283,C-scan (BVID with Holes),Damaged,BVID,6,0.642,0.062,74.96,0.748,0.169,0.265,77.93,8.17,0.126,1.017,23.38,423.98,Low
5284,C-scan (Pristine with Holes),Pristine,None,5,0.601,0.037,26.56,0.229,0.377,0.28,116.99,1.98,0.046,0.489,39.81,696.82,Medium
5285,Thermograph,Mixed,None,4,0.536,0.075,4.15,0.831,0.356,0.29,105.44,5.74,0.11,2.515,41.46,820.69,Medium
5286,Thermograph,Mixed,Thermal Anomaly,6,0.68,0.071,4.84,0.627,0.695,0.633,101.99,1.55,0.036,3.313,46.19,652.1,High
5287,C-scan (Pristine with Holes),Pristine,None,3,0.557,0.048,44.55,0.519,0.602,0.308,63.87,14.71,0.042,0.131,24.64,459.35,Low
5288,C-scan (Pristine with Holes),Pristine,None,3,0.453,0.057,88.33,0.539,0.689,0.459,54.74,0.93,0.032,0.471,45.8,454.77,High
5289,C-scan (Pristine with Holes),Pristine,None,6,0.519,0.073,45.6,0.61,0.398,0.505,69.86,3.95,0.037,0.926,47.33,586.28,High
5290,C-scan (BVID with Holes),Damaged,BVID,3,0.483,0.028,66.96,0.16,0.227,0.735,90.62,3.26,0.11,3.374,33.29,358.95,Medium
5291,Thermograph,Mixed,Thermal Anomaly,6,0.456,0.044,39.79,0.999,0.371,0.461,115.94,12.35,0.127,0.555,42.25,539.6,Medium
5292,C-scan (Pristine with Holes),Pristine,None,2,0.451,0.027,85.42,0.991,0.934,0.501,45.06,6.15,0.035,0.513,54.18,698.43,High
5293,C-scan (BVID with Holes),Damaged,BVID,2,0.679,0.04,31.81,0.737,0.71,0.296,61.7,8.28,0.162,2.54,40.21,360.18,Medium
5294,C-scan (Pristine with Holes),Pristine,None,6,0.641,0.055,17.47,0.692,0.977,0.643,56.95,11.09,0.025,0.366,33.97,755.83,Medium
5295,C-scan (BVID with Holes),Damaged,BVID,6,0.591,0.056,85.28,0.596,0.516,0.342,88.86,5.26,0.146,1.378,48.19,649.87,Medium
5296,C-scan (Pristine with Holes),Pristine,None,6,0.675,0.072,88.31,0.327,0.462,0.455,118.56,4.4,0.047,0.663,30.03,894.37,Medium
5297,Thermograph,Mixed,Thermal Anomaly,2,0.487,0.012,87.45,0.733,0.89,0.255,36.55,10.14,0.071,2.871,59.05,834.32,High
5298,C-scan (BVID with Holes),Damaged,BVID,5,0.62,0.074,74.86,0.951,0.904,0.636,28.29,12.06,0.118,4.653,35.92,378.34,Medium
5299,Thermograph,Mixed,None,4,0.657,0.029,50.1,0.193,0.577,0.332,69.13,9.67,0.09,1.794,47.47,781.75,Medium
5300,Thermograph,Mixed,Thermal Anomaly,3,0.499,0.013,32.27,0.391,0.235,0.772,78.11,5.03,0.11,1.158,21.28,610.24,Low
5301,Thermograph,Mixed,None,4,0.504,0.05,64.8,0.293,0.6,0.333,102.08,10.75,0.082,0.894,39.64,726.95,Medium
5302,C-scan (BVID with Holes),Damaged,BVID,2,0.66,0.048,5.55,0.855,0.752,0.551,72.85,13.52,0.089,3.96,56.6,391.97,Medium
5303,C-scan (Pristine with Holes),Pristine,None,4,0.619,0.054,55.86,0.419,0.976,0.622,114.29,8.56,0.034,0.885,26.81,835.55,Low
5304,C-scan (Pristine with Holes),Pristine,None,3,0.457,0.045,21.84,0.576,0.605,0.422,112.28,11.37,0.022,0.908,57.83,724.79,High
5305,C-scan (BVID with Holes),Damaged,BVID,6,0.492,0.05,65.38,0.911,0.833,0.584,44.78,11.57,0.152,2.383,58.08,826.98,Medium
5306,C-scan (BVID with Holes),Damaged,BVID,6,0.558,0.018,65.35,0.197,0.178,0.418,107.92,9.81,0.097,4.172,55.51,407.86,Medium
5307,Thermograph,Mixed,Thermal Anomaly,4,0.494,0.011,1.61,0.464,0.398,0.84,32.53,7.88,0.031,0.57,25.83,708.83,Low
5308,Thermograph,Mixed,Thermal Anomaly,5,0.563,0.045,56.0,0.64,0.777,0.365,99.99,4.31,0.085,3.281,44.44,683.3,Medium
5309,C-scan (BVID with Holes),Damaged,BVID,4,0.689,0.034,32.97,0.4,0.401,0.717,44.37,9.28,0.102,1.748,52.71,464.28,Medium
5310,Thermograph,Mixed,None,4,0.497,0.039,34.67,0.756,0.918,0.746,26.15,12.8,0.051,2.686,57.76,533.19,High
5311,C-scan (Pristine with Holes),Pristine,None,5,0.667,0.017,25.06,0.91,0.958,0.359,42.53,8.97,0.035,0.777,21.81,487.45,Low
5312,C-scan (BVID with Holes),Damaged,BVID,3,0.647,0.049,62.96,0.777,0.463,0.863,37.24,2.66,0.197,2.439,34.11,389.0,Medium
5313,Thermograph,Mixed,Thermal Anomaly,2,0.498,0.032,46.13,0.212,0.808,0.722,90.21,8.69,0.115,1.444,54.3,700.39,Medium
5314,C-scan (BVID with Holes),Damaged,BVID,5,0.677,0.027,85.11,0.144,0.731,0.488,41.51,9.88,0.114,4.074,30.71,681.58,Medium
5315,C-scan (Pristine with Holes),Pristine,None,2,0.469,0.044,1.57,0.237,0.395,0.565,65.77,3.41,0.043,0.481,50.79,438.61,High
5316,C-scan (Pristine with Holes),Pristine,None,3,0.578,0.032,76.92,0.227,0.563,0.864,58.73,1.44,0.042,0.264,25.93,676.83,Low
5317,Thermograph,Mixed,None,5,0.638,0.062,33.51,0.142,0.45,0.595,60.52,0.69,0.069,1.21,28.11,827.1,Low
5318,C-scan (Pristine with Holes),Pristine,None,5,0.476,0.068,53.83,0.51,0.637,0.35,56.72,4.4,0.049,0.805,54.29,403.35,High
5319,Thermograph,Mixed,None,2,0.638,0.049,16.85,0.226,0.782,0.333,32.71,10.08,0.142,2.207,49.23,671.46,Medium
5320,C-scan (BVID with Holes),Damaged,BVID,3,0.592,0.058,58.97,0.699,0.85,0.791,39.85,10.46,0.142,2.877,40.09,885.75,Medium
5321,Thermograph,Mixed,None,2,0.466,0.073,64.58,0.304,0.479,0.614,69.86,13.95,0.12,3.105,33.8,717.43,Medium
5322,C-scan (Pristine with Holes),Pristine,None,4,0.527,0.07,34.58,0.251,0.589,0.884,119.77,2.72,0.046,0.589,59.43,766.9,High
5323,C-scan (Pristine with Holes),Pristine,None,5,0.473,0.057,59.95,0.853,0.202,0.804,70.07,8.55,0.017,0.147,27.53,654.9,Low
5324,C-scan (Pristine with Holes),Pristine,None,3,0.569,0.029,11.27,0.853,0.807,0.821,75.0,4.47,0.041,0.563,59.5,385.44,High
5325,C-scan (Pristine with Holes),Pristine,None,6,0.455,0.05,23.37,0.488,0.651,0.768,44.14,8.64,0.013,0.364,42.65,768.79,Medium
5326,C-scan (BVID with Holes),Damaged,BVID,5,0.565,0.077,21.48,0.78,0.805,0.89,65.61,4.34,0.111,2.613,55.78,607.28,Medium
5327,C-scan (Pristine with Holes),Pristine,None,2,0.499,0.045,51.55,0.288,0.604,0.767,31.66,5.92,0.031,0.407,50.72,831.6,High
5328,C-scan (BVID with Holes),Damaged,BVID,3,0.478,0.022,17.95,0.292,0.17,0.781,107.26,4.94,0.151,4.523,25.69,714.5,Low
5329,Thermograph,Mixed,Thermal Anomaly,3,0.468,0.073,46.2,0.795,0.587,0.358,68.58,0.74,0.138,0.981,59.39,378.42,Medium
5330,C-scan (BVID with Holes),Damaged,BVID,2,0.563,0.022,53.54,0.193,0.199,0.522,70.56,8.9,0.149,4.383,56.33,469.34,Medium
5331,C-scan (Pristine with Holes),Pristine,None,6,0.618,0.024,29.5,0.55,0.266,0.272,102.33,14.07,0.027,0.968,35.16,371.64,Medium
5332,C-scan (BVID with Holes),Damaged,BVID,4,0.551,0.019,67.88,0.629,0.942,0.821,88.54,12.76,0.155,4.513,32.42,511.92,Medium
5333,Thermograph,Mixed,None,5,0.542,0.037,14.71,0.475,0.95,0.77,118.66,3.61,0.041,0.853,39.77,691.74,Medium
5334,C-scan (Pristine with Holes),Pristine,None,3,0.692,0.076,73.73,0.501,0.597,0.871,85.76,4.66,0.033,0.264,26.79,800.53,Low
5335,C-scan (Pristine with Holes),Pristine,None,6,0.575,0.038,87.2,0.962,0.49,0.271,106.35,14.72,0.031,0.761,37.01,374.76,Medium
5336,Thermograph,Mixed,None,3,0.556,0.035,27.29,0.35,0.719,0.887,53.37,12.92,0.053,2.06,45.16,879.28,High
5337,C-scan (BVID with Holes),Damaged,BVID,6,0.641,0.048,19.31,0.239,0.28,0.204,109.21,11.15,0.173,2.246,57.84,432.78,Medium
5338,Thermograph,Mixed,None,6,0.462,0.033,59.3,0.58,0.475,0.377,50.98,4.87,0.034,2.037,44.43,452.95,Medium
5339,C-scan (Pristine with Holes),Pristine,None,5,0.687,0.035,81.67,0.839,0.612,0.731,93.21,5.12,0.018,0.847,28.44,784.07,Low
5340,C-scan (Pristine with Holes),Pristine,None,4,0.648,0.062,45.72,0.7,0.966,0.756,91.25,8.09,0.024,0.966,53.06,835.49,High
5341,C-scan (Pristine with Holes),Pristine,None,3,0.667,0.067,29.77,0.847,0.188,0.376,84.86,14.97,0.037,0.599,28.0,669.22,Low
5342,C-scan (BVID with Holes),Damaged,BVID,5,0.68,0.071,83.47,0.872,0.636,0.411,49.66,13.88,0.146,2.034,31.63,876.56,Medium
5343,C-scan (Pristine with Holes),Pristine,None,5,0.521,0.055,36.23,0.52,0.491,0.335,40.57,6.76,0.031,0.28,21.52,843.77,Low
5344,C-scan (BVID with Holes),Damaged,BVID,2,0.498,0.031,10.8,0.155,0.922,0.513,103.51,5.73,0.155,4.798,53.28,825.97,Medium
5345,Thermograph,Mixed,None,3,0.461,0.019,11.73,0.235,0.814,0.276,85.63,1.34,0.047,2.212,20.69,890.56,Low
5346,C-scan (BVID with Holes),Damaged,BVID,6,0.579,0.027,50.64,0.483,0.575,0.696,98.48,2.03,0.115,3.207,40.71,392.35,Medium
5347,Thermograph,Mixed,Thermal Anomaly,2,0.648,0.063,55.47,0.315,0.94,0.242,113.21,10.32,0.054,2.506,23.37,882.23,Low
5348,C-scan (BVID with Holes),Damaged,BVID,3,0.525,0.021,12.41,0.136,0.359,0.239,56.49,11.78,0.104,4.815,31.8,687.34,Medium
5349,Thermograph,Mixed,Thermal Anomaly,4,0.654,0.011,57.19,0.208,0.307,0.733,104.91,13.08,0.125,2.338,33.6,587.94,Medium
5350,Thermograph,Mixed,None,2,0.654,0.034,20.31,0.924,0.844,0.246,55.13,4.63,0.12,1.721,50.14,854.33,Medium
5351,C-scan (Pristine with Holes),Pristine,None,3,0.496,0.027,10.81,0.854,0.53,0.262,47.44,12.27,0.044,0.998,53.19,433.9,High
5352,Thermograph,Mixed,None,5,0.582,0.017,16.98,0.631,0.647,0.759,30.01,7.5,0.077,3.099,33.96,593.82,Medium
5353,C-scan (BVID with Holes),Damaged,BVID,4,0.665,0.044,41.43,0.279,0.964,0.898,78.21,4.33,0.169,3.863,59.41,367.33,Medium
5354,C-scan (Pristine with Holes),Pristine,None,2,0.588,0.036,87.37,0.116,0.481,0.491,25.34,11.43,0.035,0.369,41.53,566.95,Medium
5355,Thermograph,Mixed,None,6,0.509,0.066,48.77,0.247,0.526,0.368,79.92,12.59,0.075,1.674,33.6,728.91,Medium
5356,C-scan (Pristine with Holes),Pristine,None,2,0.609,0.042,89.24,0.239,0.57,0.226,45.08,3.68,0.045,0.172,32.87,672.24,Medium
5357,Thermograph,Mixed,Thermal Anomaly,6,0.696,0.018,7.45,0.414,0.381,0.607,49.97,3.86,0.106,1.939,20.43,455.99,Low
5358,C-scan (BVID with Holes),Damaged,BVID,4,0.504,0.059,32.65,0.697,0.951,0.859,110.33,7.85,0.123,4.571,29.14,354.38,Low
5359,C-scan (BVID with Holes),Damaged,BVID,4,0.698,0.035,26.33,0.667,0.781,0.308,106.7,8.16,0.134,1.824,25.32,350.07,Low
5360,C-scan (Pristine with Holes),Pristine,None,3,0.668,0.047,64.41,0.227,0.971,0.55,88.26,1.13,0.044,0.225,30.78,457.62,Medium
5361,Thermograph,Mixed,Thermal Anomaly,4,0.47,0.044,62.02,0.509,0.85,0.252,116.38,12.34,0.124,2.42,46.63,653.84,Medium
5362,Thermograph,Mixed,Thermal Anomaly,5,0.687,0.046,9.24,0.651,0.445,0.592,31.9,1.53,0.035,0.921,55.03,634.79,High
5363,C-scan (Pristine with Holes),Pristine,None,4,0.486,0.036,89.89,0.302,0.536,0.522,58.23,10.88,0.015,0.558,50.11,535.73,High
5364,C-scan (Pristine with Holes),Pristine,None,5,0.656,0.071,56.17,0.968,0.899,0.694,33.58,7.21,0.04,0.2,34.43,447.21,Medium
5365,C-scan (BVID with Holes),Damaged,BVID,3,0.642,0.073,61.09,0.517,0.183,0.618,68.13,4.94,0.178,4.837,52.86,469.13,Medium
5366,C-scan (Pristine with Holes),Pristine,None,5,0.508,0.043,73.59,0.32,0.835,0.551,77.03,10.42,0.038,0.439,49.62,362.9,High
5367,Thermograph,Mixed,None,4,0.648,0.042,81.65,0.795,0.351,0.232,25.81,10.47,0.047,1.986,57.5,608.26,High
5368,C-scan (BVID with Holes),Damaged,BVID,5,0.465,0.059,13.52,0.53,0.383,0.278,40.92,13.12,0.166,4.916,39.08,547.48,Medium
5369,Thermograph,Mixed,None,4,0.658,0.051,57.03,0.265,0.684,0.451,80.03,12.19,0.034,2.743,55.1,777.93,High
5370,C-scan (Pristine with Holes),Pristine,None,2,0.518,0.022,1.19,0.82,0.313,0.736,32.54,14.7,0.049,0.169,42.14,679.5,Medium
5371,Thermograph,Mixed,Thermal Anomaly,2,0.553,0.057,14.02,0.682,0.309,0.264,49.89,12.18,0.037,2.941,53.31,468.57,High
5372,C-scan (BVID with Holes),Damaged,BVID,4,0.596,0.077,63.25,0.534,0.817,0.424,38.15,11.8,0.166,3.284,20.62,824.61,Low
5373,Thermograph,Mixed,Thermal Anomaly,4,0.628,0.013,62.36,0.398,0.34,0.468,28.15,11.09,0.1,0.811,49.66,586.8,Medium
5374,C-scan (BVID with Holes),Damaged,BVID,5,0.479,0.02,82.51,0.965,0.409,0.813,95.17,2.65,0.09,2.512,59.46,576.4,Medium
5375,Thermograph,Mixed,None,6,0.646,0.057,85.91,0.441,0.773,0.824,119.19,12.77,0.086,1.517,45.9,655.36,Medium
5376,Thermograph,Mixed,Thermal Anomaly,4,0.453,0.073,69.02,0.531,0.426,0.727,33.69,13.05,0.039,1.377,29.34,602.47,Low
5377,Thermograph,Mixed,None,4,0.584,0.071,34.49,0.387,0.242,0.835,103.96,8.28,0.115,2.039,47.99,492.58,Medium
5378,C-scan (BVID with Holes),Damaged,BVID,4,0.523,0.016,10.9,0.299,0.174,0.424,102.92,11.91,0.167,1.031,36.52,392.98,Medium
5379,C-scan (Pristine with Holes),Pristine,None,6,0.493,0.022,43.79,0.497,0.878,0.835,32.77,7.87,0.019,0.275,54.84,813.05,High
5380,Thermograph,Mixed,None,2,0.553,0.018,58.17,0.645,0.693,0.454,59.18,13.53,0.098,2.934,38.3,818.32,Medium
5381,C-scan (BVID with Holes),Damaged,BVID,6,0.632,0.067,88.14,0.433,0.444,0.572,79.54,5.94,0.182,4.482,53.52,664.37,Medium
5382,C-scan (Pristine with Holes),Pristine,None,4,0.582,0.055,85.78,0.613,0.744,0.731,115.67,4.24,0.021,0.523,27.28,656.98,Low
5383,C-scan (Pristine with Holes),Pristine,None,6,0.635,0.042,42.78,0.323,0.631,0.344,104.95,8.2,0.027,0.107,59.06,874.03,High
5384,C-scan (Pristine with Holes),Pristine,None,5,0.599,0.037,1.15,0.465,0.477,0.786,109.01,1.22,0.011,0.831,40.34,508.93,Medium
5385,C-scan (BVID with Holes),Damaged,BVID,2,0.678,0.058,48.4,0.962,0.166,0.283,32.11,13.37,0.166,4.996,54.24,462.98,Medium
5386,C-scan (BVID with Holes),Damaged,BVID,2,0.456,0.011,40.58,0.565,0.382,0.563,113.39,8.76,0.196,3.475,23.45,815.99,Low
5387,Thermograph,Mixed,None,5,0.63,0.023,63.21,0.459,0.731,0.583,42.21,9.44,0.047,1.986,32.83,580.85,Medium
5388,Thermograph,Mixed,Thermal Anomaly,4,0.488,0.058,31.1,0.935,0.595,0.756,25.49,12.97,0.062,0.56,28.0,359.05,Low
5389,C-scan (Pristine with Holes),Pristine,None,2,0.601,0.055,51.59,0.667,0.36,0.881,43.36,8.15,0.019,0.581,35.9,416.78,Medium
5390,C-scan (BVID with Holes),Damaged,BVID,2,0.562,0.042,13.08,0.705,0.606,0.5,25.78,12.88,0.197,3.507,39.68,708.9,Medium
5391,C-scan (Pristine with Holes),Pristine,None,4,0.593,0.049,86.49,0.112,0.541,0.346,63.56,13.83,0.043,0.278,34.84,357.1,Medium
5392,C-scan (Pristine with Holes),Pristine,None,5,0.495,0.06,30.58,0.723,0.731,0.87,31.62,6.92,0.022,0.127,32.56,897.83,Medium
5393,C-scan (BVID with Holes),Damaged,BVID,3,0.613,0.062,31.07,0.974,0.763,0.277,106.33,8.29,0.177,3.48,50.24,750.25,Medium
5394,C-scan (Pristine with Holes),Pristine,None,3,0.56,0.014,62.16,0.546,0.968,0.682,44.71,12.44,0.029,0.837,32.24,646.73,Medium
5395,C-scan (Pristine with Holes),Pristine,None,4,0.65,0.069,44.17,0.466,0.165,0.874,60.28,12.46,0.049,0.656,58.02,376.88,High
5396,C-scan (BVID with Holes),Damaged,BVID,2,0.508,0.071,23.38,0.285,0.519,0.62,64.71,12.31,0.154,2.754,25.86,443.21,Low
5397,Thermograph,Mixed,None,3,0.645,0.033,76.48,0.602,0.64,0.617,80.19,9.51,0.043,1.098,54.45,673.56,High
5398,C-scan (BVID with Holes),Damaged,BVID,4,0.453,0.075,3.15,0.821,0.294,0.702,111.59,14.19,0.088,1.352,21.24,525.7,Low
5399,C-scan (BVID with Holes),Damaged,BVID,3,0.524,0.018,87.56,0.875,0.875,0.472,115.41,11.31,0.179,3.834,38.68,564.21,Medium
5400,C-scan (Pristine with Holes),Pristine,None,4,0.453,0.011,30.46,0.338,0.151,0.559,78.71,9.47,0.03,0.274,23.71,693.53,Low
5401,Thermograph,Mixed,Thermal Anomaly,2,0.496,0.046,29.38,0.843,0.989,0.618,100.57,10.81,0.054,1.607,21.81,379.35,Low
5402,C-scan (Pristine with Holes),Pristine,None,4,0.683,0.023,81.97,0.5,0.652,0.785,51.53,10.2,0.033,0.482,56.9,562.76,High
5403,C-scan (BVID with Holes),Damaged,BVID,4,0.552,0.053,72.25,0.905,0.712,0.334,72.91,2.54,0.169,3.535,38.59,887.66,Medium
5404,C-scan (BVID with Holes),Damaged,BVID,5,0.68,0.067,85.71,0.39,0.516,0.372,67.41,11.03,0.136,2.836,21.77,582.4,Low
5405,Thermograph,Mixed,None,2,0.506,0.021,14.96,0.796,0.157,0.302,107.07,3.41,0.134,1.57,50.72,888.75,Medium
5406,C-scan (BVID with Holes),Damaged,BVID,6,0.554,0.067,5.12,0.271,0.649,0.658,29.65,8.0,0.16,3.519,58.22,467.93,Medium
5407,C-scan (Pristine with Holes),Pristine,None,2,0.451,0.046,20.0,0.518,0.7,0.207,108.73,14.22,0.048,0.49,37.62,396.86,Medium
5408,Thermograph,Mixed,Thermal Anomaly,2,0.692,0.077,67.22,0.774,0.722,0.711,81.74,3.0,0.036,3.206,49.04,604.09,High
5409,C-scan (BVID with Holes),Damaged,BVID,5,0.552,0.026,0.82,0.542,0.444,0.827,30.68,9.35,0.145,3.223,53.0,676.9,Medium
5410,Thermograph,Mixed,Thermal Anomaly,4,0.476,0.015,33.26,0.818,0.729,0.228,94.08,6.69,0.073,0.587,20.65,834.33,Low
5411,Thermograph,Mixed,None,5,0.573,0.024,6.17,0.147,0.206,0.766,34.07,10.56,0.054,0.973,21.99,866.11,Low
5412,C-scan (BVID with Holes),Damaged,BVID,5,0.604,0.029,7.9,0.504,0.399,0.334,44.84,5.99,0.153,3.454,22.8,529.89,Low
5413,C-scan (Pristine with Holes),Pristine,None,6,0.696,0.021,86.41,0.92,0.769,0.247,74.86,6.84,0.039,0.663,34.39,797.81,Medium
5414,C-scan (Pristine with Holes),Pristine,None,6,0.695,0.062,7.94,0.783,0.568,0.325,43.74,12.46,0.032,0.55,52.82,431.47,High
5415,Thermograph,Mixed,Thermal Anomaly,2,0.679,0.04,35.82,0.198,0.72,0.209,118.75,0.55,0.037,1.335,35.97,427.41,Medium
5416,C-scan (Pristine with Holes),Pristine,None,6,0.627,0.014,71.79,0.541,0.942,0.822,25.1,5.76,0.019,0.252,44.62,836.66,Medium
5417,C-scan (Pristine with Holes),Pristine,None,3,0.56,0.034,35.06,0.463,0.693,0.787,119.44,8.5,0.047,0.569,40.48,441.46,Medium
5418,C-scan (BVID with Holes),Damaged,BVID,6,0.654,0.076,66.52,0.121,0.917,0.335,103.09,1.67,0.18,2.165,27.05,855.38,Low
5419,C-scan (Pristine with Holes),Pristine,None,4,0.5,0.052,76.53,0.725,0.252,0.39,37.28,1.3,0.031,0.977,32.68,651.01,Medium
5420,C-scan (BVID with Holes),Damaged,BVID,2,0.635,0.037,75.72,0.826,0.115,0.457,107.67,2.7,0.082,2.227,52.17,567.4,Medium
5421,C-scan (Pristine with Holes),Pristine,None,3,0.647,0.053,2.29,0.915,0.318,0.246,102.05,6.68,0.034,0.878,59.8,371.47,High
5422,C-scan (BVID with Holes),Damaged,BVID,5,0.628,0.042,25.38,0.466,0.849,0.247,49.07,1.69,0.124,1.758,48.46,676.17,Medium
5423,C-scan (Pristine with Holes),Pristine,None,2,0.577,0.03,24.0,0.6,0.815,0.671,27.32,14.17,0.034,0.705,41.75,865.24,Medium
5424,Thermograph,Mixed,None,4,0.602,0.053,47.67,0.32,0.325,0.74,102.31,12.43,0.069,2.885,57.37,583.44,High
5425,C-scan (Pristine with Holes),Pristine,None,4,0.627,0.027,77.33,0.269,0.74,0.605,73.26,10.28,0.024,0.106,24.99,444.13,Low
5426,Thermograph,Mixed,Thermal Anomaly,3,0.641,0.03,67.5,0.823,0.306,0.799,48.82,2.99,0.084,2.23,59.5,359.48,Medium
5427,C-scan (Pristine with Holes),Pristine,None,5,0.658,0.046,47.96,0.653,0.528,0.718,35.18,12.82,0.034,0.284,47.5,373.72,High
5428,C-scan (Pristine with Holes),Pristine,None,4,0.58,0.064,44.08,0.998,0.645,0.764,40.75,1.01,0.033,0.718,29.08,891.4,Low
5429,C-scan (BVID with Holes),Damaged,BVID,3,0.531,0.048,24.92,0.313,0.909,0.892,73.68,4.99,0.144,3.436,41.26,894.54,Medium
5430,C-scan (Pristine with Holes),Pristine,None,2,0.578,0.075,7.66,0.984,0.341,0.263,116.93,11.76,0.033,0.894,54.29,431.01,High
5431,C-scan (Pristine with Holes),Pristine,None,2,0.588,0.017,4.97,0.832,0.967,0.238,104.5,5.18,0.018,0.14,31.91,671.29,Medium
5432,C-scan (BVID with Holes),Damaged,BVID,2,0.48,0.027,72.37,0.761,0.545,0.666,105.77,9.29,0.183,4.153,36.04,562.88,Medium
5433,Thermograph,Mixed,Thermal Anomaly,3,0.584,0.033,42.87,0.11,0.923,0.592,82.33,7.04,0.144,3.368,22.81,811.83,Low
5434,C-scan (Pristine with Holes),Pristine,None,4,0.527,0.052,39.12,0.945,0.631,0.833,98.71,6.74,0.024,0.338,40.96,597.93,Medium
5435,C-scan (Pristine with Holes),Pristine,None,6,0.59,0.046,84.38,0.743,0.102,0.53,88.98,2.94,0.014,0.674,26.68,763.98,Low
5436,C-scan (BVID with Holes),Damaged,BVID,3,0.587,0.017,41.18,0.233,0.439,0.623,91.82,0.99,0.179,4.603,40.38,399.82,Medium
5437,C-scan (Pristine with Holes),Pristine,None,5,0.599,0.024,0.63,0.518,0.135,0.642,39.34,7.09,0.026,0.47,43.66,417.91,Medium
5438,Thermograph,Mixed,None,2,0.677,0.043,41.81,0.892,0.451,0.273,95.03,8.94,0.128,1.959,58.84,802.97,Medium
5439,C-scan (BVID with Holes),Damaged,BVID,2,0.481,0.067,70.18,0.631,0.231,0.656,77.13,10.05,0.142,3.845,54.0,708.7,Medium
5440,C-scan (Pristine with Holes),Pristine,None,5,0.507,0.042,30.02,0.496,0.519,0.645,72.52,2.78,0.028,0.203,41.04,676.0,Medium
5441,Thermograph,Mixed,Thermal Anomaly,2,0.607,0.027,35.78,0.642,0.357,0.274,28.01,5.51,0.039,3.46,49.3,617.14,High
